#n;100;4096;8092;12088;16084;20080;24076;28072;32068;36064;40060;44056;48052;52048;56044;60040;64036;68032;72028;76024;80020;84016;88012;92008;96004;
#QU;5.47432;17.9783;40.3076;88.1257;116.59;163.741;213.131;319.312;407.673;503.619;643.794;1015.25;1307.62;1232.29;1462.4;1522.12;1474.54;1749.91;1799.25;2210.39;2394.04;2463.38;2913.28;4048.95;4202.62;
